video_id,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Closest Text Type,category,corpus,color
4WaoLwuC-vw,12.38,0.78,2.81,6.3,-3.47,-2.62,Involved persuasion,People & Blogs,Y,2
4wG3Q_p2HOU,7.73,3.6,-0.87,0.41,4.18,-0.72,Imaginative narrative,People & Blogs,Y,2
4wmVt1aE6kw,30.66,-3.21,-4.98,-1.79,-1.91,-1.69,Informational interaction,Entertainment,Y,2
4xitKLHL3Ok,5.05,5.37,4.68,0.66,-1.22,0.6,Involved persuasion,Education,Y,2
4xT8g9bAKmQ,23.34,-5.0,-5.74,-3.56,1.53,0.96,Informational interaction,Music,Y,2
4yLOt5dlf5g,4.28,-5.49,2.0,-2.01,-0.92,-1.85,Involved persuasion,Autos & Vehicles,Y,2
4zTRYmuuxg8,23.27,-5.49,-0.49,1.11,-0.560000000000001,1.17,Informational interaction,Howto & Style,Y,2
54QzvIikCnA,31.09,-3.81,-4.49,4.5,-0.51,1.24,Informational interaction,Science & Technology,Y,2
57Z1YKIbrGk,19.4,-1.05,0.21,-7.21,-1.31,-0.41,Informational interaction,News & Politics,Y,2
5bk81QJhN5w,7.22,-7.38,-20.11,6.8,-3.92,0.0,Situated reportage,Education,Y,2
5cDZE5L4J6Y,24.43,-2.35,-8.22,1.33,-1.87,4.69,Informational interaction,Education,Y,2
5CFWH5r9NC0,15.31,-2.74,-2.32,-4.08,-3.52,2.36,Involved persuasion,Film & Animation,Y,2
5Ct5nUbKRwA,23.3,-3.1,-2.11,6.22,-2.36,-1.77,Informational interaction,Entertainment,Y,2
5d09H7i-g3I,-1.6,-2.09,1.05,-1.63,0.44,-0.83,Involved persuasion,Gaming,Y,2
5Eq3l4W8v3Y,30.38,-3.82,1.24,1.08,3.88,0.33,Informational interaction,Howto & Style,Y,2
5ESUKBzpkV0,-7.69,-2.98,-1.7,-4.79,-2.46,-1.31,General narrative exposition,Sports,Y,2
5gBtzdM5M5k,23.2,-6.37,-3.03,-2.26,-0.42,-1.48,Informational interaction,Education,Y,2
5gtEYKEE2qE,-9.49,3.55,0.7,-3.9,0.77,-0.72,General narrative exposition,Entertainment,Y,2
5iHJhrXPKw4,9.22,-4.41,-0.4,-0.98,-0.15,-1.04,Involved persuasion,Autos & Vehicles,Y,2
5IMDw4Jk4aQ,24.52,-5.54,2.85,5.31,-1.43,0.42,Informational interaction,Howto & Style,Y,2
5iQKF8BZ1Zk,29.41,-3.8,-4.67,1.06,0.01,1.49,Informational interaction,News & Politics,Y,2
5j6m7o7UBn8,22.8,-6.39,-3.25,8.35,2.5,0.55,Informational interaction,People & Blogs,Y,2
5l4MUvkUKtI,27.19,-4.06,-1.66,-0.22,-3.64,7.43,Informational interaction,People & Blogs,Y,2
5LAdYc2q068,20.23,-3.23,-5.68,-0.62,-2.78,-0.52,Informational interaction,Gaming,Y,2
5lIvRekjkQs,18.87,3.65,0.69,-0.98,-2.23,3.67,Informational interaction,Sports,Y,2
5Lj3sf97vL4,-2.2,-3.96,1.84,-5.63,3.45,0.81,General narrative exposition,Education,Y,2
5mDhLo6LdE4,15.01,-1.52,-1.89,-2.75,-1.7,0.67,Involved persuasion,Entertainment,Y,2
5mEZbQc4ibg,20.38,-4.96,-1.04,5.31,-1.79,0.8,Informational interaction,News & Politics,Y,2
5nW9o6M5zFo,-0.370000000000001,-2.0,3.07,-0.54,-1.11,-0.47,Involved persuasion,Gaming,Y,2
5OqD-89xZpw,21.17,-1.7,-4.17,4.19,1.92,1.94,Informational interaction,Education,Y,2
5oYLxxG4PNY,21.51,-5.2,-2.73,1.39,-0.46,-0.71,Informational interaction,People & Blogs,Y,2
5P8ekqMnSFw,25.11,-1.99,-3.31,1.85,-1.27,0.67,Informational interaction,Entertainment,Y,2
5Pfq4mjtplQ,19.51,-2.84,-0.17,0.42,-0.49,-0.42,Informational interaction,Sports,Y,2
5PTl9kUApp8,10.0,-1.96,4.08,-3.32,-2.1,1.95,Involved persuasion,Entertainment,Y,2
5qBNG8fY4AQ,-11.19,-3.32,1.06,0.44,-0.68,-1.4,General narrative exposition,Education,Y,2
5RTWpl3K5JQ,11.65,-2.9,-0.44,0.78,0.79,1.79,Involved persuasion,Entertainment,Y,2
5RWGh19yTXw,4.36,-2.75,-0.14,-3.23,3.03,4.08,Involved persuasion,Education,Y,2
5sqF3LBJUBY,28.24,-2.32,-1.74,-2.65,-2.58,0.3,Informational interaction,Sports,Y,2
5tQo3jMwPw0,17.74,-1.16,0.32,0.54,-2.5,-0.21,Informational interaction,Sports,Y,2
5V9NARiKSL0,10.81,-3.39,-4.02,2.54,-0.37,-0.76,Involved persuasion,Travel & Events,Y,2
5VdU0jyy7bI,4.9,-4.46,-3.57,-8.41,-0.29,-1.21,Situated reportage,Sports,Y,2
5wb59FunDfo,29.9,-6.85,-5.24,5.75,-2.86,2.64,Informational interaction,Howto & Style,Y,2
5YFuTVguqbo,24.34,-1.86,-1.61,-2.51,-2.28,1.48,Informational interaction,People & Blogs,Y,2
5Z9lqtmL6Aw,23.17,-2.15,-3.5,-0.98,-2.88,1.36,Informational interaction,Entertainment,Y,2
5zgfdImm_VA,18.2,-5.2,-2.52,4.65,-2.52,0.12,Informational interaction,Howto & Style,Y,2
5ZkqdP6yr8w,29.19,-3.99,-2.09,-3.55,-2.63,-0.74,Informational interaction,Gaming,Y,2
61HcHPdpm0c,4.76,-4.9,4.11,4.41,0.27,2.91,Involved persuasion,Science & Technology,Y,2
620ANSL1cJo,-14.2,3.16,10.01,-4.22,-3.18,-2.33,Learned exposition,People & Blogs,Y,2
63vNmLGKtZ4,17.13,-2.78,-2.8,5.01,-0.29,2.26,Involved persuasion,Howto & Style,Y,2
65c7rfzlDNM,13.4,-2.17,-3.51,3.85,1.5,2.43,Involved persuasion,Entertainment,Y,2
65_VPll3QTM,29.8,-2.96,-3.64,-3.6,-2.69,1.58,Informational interaction,Science & Technology,Y,2
66LDlsLcZf0,2.89,-1.82,-1.82,-3.89,-3.05,-2.12,Involved persuasion,Education,Y,2
67j1bCPQAKM,29.26,-4.03,-1.62,-1.34,-3.35,0.31,Informational interaction,Entertainment,Y,2
67xL-9Nfo_U,25.44,-2.37,-1.49,0.94,-1.38,0.02,Informational interaction,Gaming,Y,2
6ahaxb3liYQ,14.03,-2.16,-3.69,1.57,0.88,0.66,Involved persuasion,Gaming,Y,2
6alEQGuroiM,20.34,-3.57,-2.24,1.44,-1.6,2.1,Informational interaction,Autos & Vehicles,Y,2
6AmLpUxp4s8,26.96,-4.91,0.45,0.89,2.22,0.05,Informational interaction,People & Blogs,Y,2
6bbeiDuSAf0,0.76,-7.38,2.08,-9.27,-3.92,5.1,Involved persuasion,Education,Y,2
6bVChxl0kKY,9.56,-4.29,-3.8,1.91,-1.24,2.68,Involved persuasion,Entertainment,Y,2
6Cbjk8aloEM,-4.16,-2.76,-0.86,-0.2,0.94,-1.0,General narrative exposition,Science & Technology,Y,2
6CGQc8VsQjg,-2.26,0.92,-0.96,-2.15,0.9,0.38,General narrative exposition,Sports,Y,2
6chDDYRNV-k,37.26,-1.08,-4.61,-1.19,1.86,1.62,Informational interaction,Entertainment,Y,2
6cMwtuLspvM,16.81,-4.85,3.62,-5.77,-1.72,3.81,Involved persuasion,Entertainment,Y,2
6CxnZ5gniFw,26.47,-2.94,-1.96,-0.45,-3.07,-0.96,Informational interaction,People & Blogs,Y,2
6dE9jbMx_tA,19.02,-0.0600000000000002,-4.74,-1.66,-0.97,0.53,Informational interaction,People & Blogs,Y,2
6dq84uDR_F8,37.24,-2.08,-2.74,-0.7,-0.65,1.69,Informational interaction,Entertainment,Y,2
6DVWSDKTm2w,24.93,-4.15,-3.23,2.63,-2.2,1.9,Informational interaction,Entertainment,Y,2
6ed6JkhaOBg,17.38,-2.43,-1.24,1.62,-1.11,2.0,Involved persuasion,Entertainment,Y,2
6flx3PPBv1c,33.9,-5.68,-2.09,1.58,-3.13,2.71,Informational interaction,Howto & Style,Y,2
6GR1Ml3XRHE,-2.56,-1.88,-5.45,-3.52,-1.75,-0.0699999999999998,Situated reportage,Sports,Y,2
6gzfQqGKUXU,12.46,-5.75,-1.81,0.39,-1.38,-1.67,Involved persuasion,Entertainment,Y,2
6h21-g-96SA,13.84,-5.36,2.62,0.47,-2.36,-0.33,Involved persuasion,Film & Animation,Y,2
6H2NjVmtjm0,21.12,-2.85,-4.12,-1.13,-0.19,1.91,Informational interaction,News & Politics,Y,2
6H6lQraxOgs,15.87,-5.48,-1.3,2.62,0.64,2.6,Involved persuasion,Howto & Style,Y,2
6IU_QNcBRMA,31.89,-4.06,-2.69,2.51,-1.45,-0.74,Informational interaction,Entertainment,Y,2
6kCFJ_V9GIs,24.51,-4.67,-2.13,-5.48,-2.86,1.17,Informational interaction,Entertainment,Y,2
6kUJbo6guqA,39.73,-2.29,-1.49,14.63,-1.42,0.59,Intimate interpersonal interaction,Education,Y,2
6L_WcytlF4o,29.44,-3.49,5.04,2.54,-1.56,-0.11,Informational interaction,People & Blogs,Y,2
6mdwWB9shMM,25.85,-4.75,-2.9,0.62,-0.74,4.12,Informational interaction,Autos & Vehicles,Y,2
6mIilHMKkCY,3.69,-1.78,4.93,0.330000000000001,1.67,-0.83,Involved persuasion,News & Politics,Y,2
6MYJq6Qo_L8,28.04,-1.01,-0.14,1.43,-3.44,2.02,Informational interaction,People & Blogs,Y,2
6nJWcCobwGM,19.75,1.92,1.9,1.26,-1.39,1.97,Informational interaction,Entertainment,Y,2
6OE5yQfKUSM,21.58,-3.12,-2.38,1.73,-2.88,0.48,Informational interaction,Sports,Y,2
6prIKpzUm0o,30.95,-2.91,-1.95,-1.1,-2.25,0.17,Informational interaction,Howto & Style,Y,2
6PVpBqntlVI,6.75,-3.81,-1.58,-0.75,-2.03,-0.47,Involved persuasion,Autos & Vehicles,Y,2
6PxbEl6OJmk,17.77,-4.45,-2.17,-0.99,-0.23,0.62,Informational interaction,Autos & Vehicles,Y,2
6RZGmJ_m_RI,16.54,-2.81,-0.52,0.28,-1.73,2.71,Involved persuasion,People & Blogs,Y,2
6Sp-PCtnRt8,18.02,-4.64,-9.35,-2.66,-3.2,-0.0399999999999998,Informational interaction,Sports,Y,2
6s_VdDLPVBw,18.45,-1.99,0.0099999999999997,-2.13,-0.64,-0.69,Informational interaction,Entertainment,Y,2
6TmH8PO7H0Y,31.64,-4.69,-6.37,-1.42,-1.22,0.51,Informational interaction,Howto & Style,Y,2
6trF4gaDdV8,28.16,-4.8,-0.3,-4.9,-3.45,0.59,Informational interaction,Gaming,Y,2
6UYi1zeZxi4,21.65,-5.21,-3.56,1.04,0.12,0.93,Informational interaction,Entertainment,Y,2
6VQFP6KPHvA,22.2,-2.11,-0.39,-0.62,-2.73,2.06,Informational interaction,Howto & Style,Y,2
6Wavg6av4eE,17.11,-4.0,0.35,2.65,-0.36,0.86,Involved persuasion,Autos & Vehicles,Y,2
6X2-Uy1pSd4,-10.0,1.84,1.49,6.3,-2.1,1.07,General narrative exposition,People & Blogs,Y,2
6ySdOPb0VMw,23.39,-1.46,1.63,9.34,-2.86,0.95,Informational interaction,Howto & Style,Y,2
6zatfYBY-kU,37.17,-3.76,-1.66,6.59,-2.83,5.18,Informational interaction,Education,Y,2
6zgkOvaWkc4,18.54,-4.64,-0.28,4.22,1.6,-0.66,Informational interaction,People & Blogs,Y,2
70MUHRCk4gU,30.86,-4.77,-3.54,-1.26,-2.48,-1.04,Informational interaction,Gaming,Y,2
72R3MERlj8Q,11.97,-4.5,0.76,-0.64,-2.58,0.1,Involved persuasion,Howto & Style,Y,2
749_oBXI8EE,8.25,3.53,-0.3,0.24,-0.9,1.57,Imaginative narrative,Entertainment,Y,2
7aAZznBgzic,25.7,-3.57,-4.68,-0.58,-2.29,0.16,Informational interaction,People & Blogs,Y,2
7aBHEH7Xcyg,24.06,-2.86,0.8,3.61,-2.67,4.29,Informational interaction,People & Blogs,Y,2
7akN4z25_fE,26.3,-4.03,-0.45,-1.96,-1.16,0.69,Informational interaction,Gaming,Y,2
7BfsDdJsy6c,18.81,-3.53,-1.16,3.03,-1.4,-0.34,Informational interaction,Entertainment,Y,2
7Cag0zBngr8,37.08,-0.58,-4.11,2.84,-2.32,-1.65,Informational interaction,People & Blogs,Y,2
7cPWalyjrtY,17.64,0.36,0.92,1.64,-0.63,0.19,Involved persuasion,Nonprofits & Activism,Y,2
7CsaBgZvZnc,35.61,-3.37,-1.64,-3.43,-2.74,-1.29,Informational interaction,Gaming,Y,2
7D-GO20FdtE,24.83,-2.09,-2.61,-0.93,-3.09,0.0700000000000001,Informational interaction,Gaming,Y,2
7DFUMGgj6OU,15.54,-2.72,-2.7,0.67,-1.97,-0.97,Involved persuasion,Entertainment,Y,2
7dhAkYKClHI,21.27,-6.43,2.66,-5.95,-3.92,0.05,Informational interaction,People & Blogs,Y,2
7eCbntXDm1Q,30.23,-3.2,-3.45,-0.83,-3.16,0.12,Informational interaction,People & Blogs,Y,2
7GsP0RsXGVo,-6.95,-2.82,3.61,3.18,5.18,-0.88,General narrative exposition,Gaming,Y,2
7KOyg0CGKNA,15.74,-2.85,-0.0700000000000001,14.81,-2.18,0.74,Involved persuasion,Entertainment,Y,2
7LBfJRjzlyo,36.33,-0.49,-2.99,-1.63,-1.03,-1.17,Informational interaction,People & Blogs,Y,2
7lEzXK-4ZEw,-4.88,-1.57,-2.33,-5.77,-2.24,-1.97,General narrative exposition,Sports,Y,2
7lrgnM90pQY,4.95,-3.31,-0.35,1.68,1.97,4.24,Involved persuasion,Howto & Style,Y,2
7l_nyyJ_d7U,38.26,-5.51,3.55,-4.1,-1.5,-1.09,Informational interaction,Entertainment,Y,2
7NGLHYVmr00,14.53,-1.67,0.21,-2.18,4.38,-0.34,Involved persuasion,Education,Y,2
7nhdZ7fcvQ0,32.4,-0.3,-1.75,-1.3,-2.97,1.44,Informational interaction,People & Blogs,Y,2
7NhHvYrwYyQ,19.27,-0.69,0.55,2.79,-3.42,3.38,Informational interaction,Film & Animation,Y,2
7NJnWEkfyxk,30.89,-2.41,-3.12,-3.38,-2.96,0.65,Informational interaction,Gaming,Y,2
7NKtIuH2cl0,25.42,-4.53,-1.31,2.49,-1.95,1.54,Informational interaction,People & Blogs,Y,2
7oEZfiF18jg,16.45,-4.87,-0.8,-6.56,-3.92,-0.88,Informational interaction,Music,Y,2
7OT9UMytYgM,22.73,-1.43,0.43,6.6,-0.93,-0.43,Informational interaction,Education,Y,2
7OWBk43AjYk,31.79,-1.67,-1.49,-2.83,-0.97,1.17,Informational interaction,Entertainment,Y,2
7q3HKfeepb4,13.43,-2.53,1.14,19.42,1.18,-2.69,Involved persuasion,Education,Y,2
7QLlfnYsd60,11.34,-6.26,-1.63,1.23,-2.11,0.57,Involved persuasion,People & Blogs,Y,2
7R4OdnDYEDI,26.01,-1.69,-1.43,4.07,-1.83,0.74,Informational interaction,Howto & Style,Y,2
7vzfoD6-QsA,32.01,-1.27,-2.13,-1.34,-3.27,-0.43,Informational interaction,Gaming,Y,2
7wc8p33sqW8,10.42,-4.15,0.5,-1.12,3.6,-0.12,Involved persuasion,Entertainment,Y,2
7WZhQM8vMe4,29.17,-0.34,-0.78,-0.59,-0.92,1.9,Informational interaction,Entertainment,Y,2
7xZRkuWz4R4,21.4,-6.21,-4.13,-0.27,-3.14,2.81,Informational interaction,Howto & Style,Y,2
7yVx9Dmgl74,14.04,-4.21,1.28,-1.63,-2.47,2.71,Involved persuasion,Science & Technology,Y,2
7Zg02ZVhGag,24.87,-2.1,-5.16,6.86,0.74,1.57,Informational interaction,Film & Animation,Y,2
812wYONLcXE,13.96,0.21,3.27,5.7,1.27,1.41,Involved persuasion,People & Blogs,Y,2
816fYZeeJDU,13.67,-4.4,-1.63,4.24,1.09,-0.22,Involved persuasion,Education,Y,2
81fStLggy2s,30.55,-6.2,-4.69,-3.11,-1.15,2.03,Informational interaction,People & Blogs,Y,2
82lU792_TBI,14.92,-3.14,-0.88,-2.51,-2.4,2.43,Involved persuasion,Music,Y,2
86pURHv92Mg,30.63,-2.4,-1.88,3.39,-0.7,0.34,Informational interaction,People & Blogs,Y,2
87X19er3bWg,17.66,-4.68,-1.57,-0.48,-0.95,1.66,Informational interaction,Film & Animation,Y,2
88EPUu2WiKM,6.18,-5.26,2.28,-3.07,9.12,-0.52,Involved persuasion,People & Blogs,Y,2
89PNOXLe0dg,36.57,3.28,2.32,2.47,-1.96,0.81,Informational interaction,Education,Y,2
8BIxXXZvks8,-2.26,-1.51,-0.58,-1.13,-2.59,0.24,General narrative exposition,Howto & Style,Y,2
8dH850PtxYE,13.46,1.86,-0.92,3.82,-0.75,1.38,Involved persuasion,People & Blogs,Y,2
8fqWispr5EE,26.1,-3.84,-3.11,0.04,-3.4,0.79,Informational interaction,People & Blogs,Y,2
8g38lvxZlmg,16.63,-5.12,-0.6,2.06,-0.79,2.66,Involved persuasion,People & Blogs,Y,2
8haKPTlgMjI,24.08,-1.59,-3.75,5.85,-1.5,3.29,Informational interaction,People & Blogs,Y,2
8HEfIJlcFbs,8.71,-4.45,-1.84,0.0999999999999996,-1.3,0.16,Involved persuasion,Science & Technology,Y,2
8I9jlgWzt98,36.93,-3.34,-1.04,-2.45,-3.92,0.05,Informational interaction,Gaming,Y,2
8IcL-i2pke0,28.44,-4.49,-5.04,-3.19,-2.68,0.91,Informational interaction,Gaming,Y,2
8IobB3m9mBk,24.37,-3.49,-1.99,-3.11,-1.22,0.83,Informational interaction,Autos & Vehicles,Y,2
8iSnFyo7Mlk,12.45,-2.21,-4.82,0.13,-1.31,0.88,Involved persuasion,People & Blogs,Y,2
8iXjiUUOiQ0,8.99,-1.88,-3.33,-0.75,-1.29,0.79,Involved persuasion,Entertainment,Y,2
8LAFIDR56Sw,-4.32,-0.59,5.44,-2.75,1.24,-0.58,General narrative exposition,News & Politics,Y,2
8lL40c9NVYQ,17.6,-3.25,0.99,3.71,-1.06,0.12,Involved persuasion,Entertainment,Y,2
8Mbba9T4KUQ,20.07,-4.56,-0.68,2.17,-1.91,0.22,Informational interaction,Entertainment,Y,2
8mmSW8G_oYo,23.56,-4.46,-2.72,0.8,-1.19,0.62,Informational interaction,Education,Y,2
8nqMxHxAvAI,32.59,-2.81,-4.18,-3.19,-2.59,2.55,Informational interaction,People & Blogs,Y,2
8PJa6zWdt9A,26.59,-4.81,-0.56,5.67,-3.28,-0.52,Informational interaction,Sports,Y,2
8qO7_t-9SHo,27.25,-2.64,2.51,2.73,-1.91,2.45,Informational interaction,Entertainment,Y,2
8qS28KVaCJw,14.42,-3.42,2.02,1.48,-3.36,2.24,Involved persuasion,Education,Y,2
8rzWp8o4jUM,9.87,-0.11,2.94,-5.59,-3.14,4.74,Involved persuasion,News & Politics,Y,2
8SewlHWzSe8,16.3,-5.85,-1.45,-0.51,-0.41,1.73,Involved persuasion,People & Blogs,Y,2
8SFQppgc1BU,22.75,-1.35,-0.75,0.26,-1.42,0.05,Informational interaction,Entertainment,Y,2
8tRZBcQrb4M,28.51,-2.89,-3.22,-0.37,-2.23,0.86,Informational interaction,Gaming,Y,2
8UIIyhLBwcI,20.99,-2.71,-0.4,0.92,-1.51,4.61,Informational interaction,Nonprofits & Activism,Y,2
8UrHyjj-xUM,16.05,-4.46,-3.44,-1.75,-2.37,-0.6,Involved persuasion,People & Blogs,Y,2
8WhiAFUMlqg,20.07,-2.35,-4.03,-1.05,-2.72,1.79,Informational interaction,Entertainment,Y,2
8wp3jBkJit0,33.09,-2.48,-3.7,2.36,0.0699999999999998,0.57,Informational interaction,Science & Technology,Y,2
8yHe1iRPFv8,18.04,-2.69,-1.85,3.37,1.67,0.17,Informational interaction,People & Blogs,Y,2
8ZnHYuXVDDE,28.06,-3.78,-3.72,-1.97,-3.11,-0.57,Informational interaction,Gaming,Y,2
8_nFxsI7oEc,28.62,-2.73,0.81,2.57,0.67,1.72,Informational interaction,Gaming,Y,2
927XV_laM5k,25.51,-5.63,-2.01,-2.96,-1.61,1.85,Informational interaction,People & Blogs,Y,2
92kmrvL-_eE,25.02,-1.77,-1.76,-2.89,-2.2,0.84,Informational interaction,News & Politics,Y,2
93KFl9d6UW8,21.87,-2.79,0.38,-0.4,-3.41,-0.66,Informational interaction,Comedy,Y,2
94uaJrlJGeM,0.81,-2.91,2.03,3.2,1.59,4.12,Involved persuasion,Science & Technology,Y,2
95unlSEs1VU,11.91,0.31,0.89,-1.45,-2.19,0.16,Involved persuasion,News & Politics,Y,2
979aeNMqO-A,20.84,-2.07,-2.91,6.56,-3.59,0.29,Informational interaction,People & Blogs,Y,2
999UdmqGchA,23.3,-2.41,-3.82,-3.28,0.0299999999999998,0.08,Informational interaction,Comedy,Y,2
9AKN-P8nwA0,3.57,-1.23,1.76,2.28,-1.6,-0.29,Involved persuasion,Gaming,Y,2
9AQLCKtHFdA,29.28,-5.2,-2.45,-2.7,-2.12,2.88,Informational interaction,People & Blogs,Y,2
9Ar82GkiLR4,19.54,-2.81,-3.26,-1.26,-2.75,-0.03,Informational interaction,Gaming,Y,2
9c5n4fX9Blg,6.18,-1.49,-1.02,-0.11,-1.17,3.0,Involved persuasion,Sports,Y,2
9Co0OuL20Hk,31.78,-2.02,0.43,3.03,-1.68,-0.26,Informational interaction,Entertainment,Y,2
9doZFCukEIs,9.98,54.05,0.62,-5.11,-3.92,0.67,Imaginative narrative,Gaming,Y,2
9Em0Gt46Sb4,20.27,-5.87,-3.85,3.7,-2.75,3.81,Informational interaction,People & Blogs,Y,2
9fJebQIySik,-0.9,-1.5,-1.73,-1.67,-0.91,-1.0,Involved persuasion,Sports,Y,2
9fu4VFAz68Y,4.26,-2.25,-2.98,-3.88,-1.8,-1.74,Involved persuasion,Sports,Y,2
9g7e5LtxLgc,26.13,-3.28,-5.93,1.96,-2.44,-0.69,Informational interaction,Entertainment,Y,2
9g7M-OkyakA,30.64,-3.11,-6.11,-3.81,-0.29,0.92,Informational interaction,Entertainment,Y,2
9guECLvZZpA,3.16,0.44,0.37,7.33,1.63,-1.29,Involved persuasion,Education,Y,2
9jl3p3O2gfU,13.03,-3.5,0.16,3.28,-2.91,2.98,Involved persuasion,Autos & Vehicles,Y,2
9KapEXWynrA,22.78,-3.16,-0.4,-2.57,0.15,-0.24,Informational interaction,Entertainment,Y,2
9kNgbhD-JdA,15.44,-4.44,-6.07,-0.59,-2.07,0.47,Involved persuasion,News & Politics,Y,2
9kU7VYgbu8g,24.26,-4.69,-3.1,-2.95,-0.91,0.36,Informational interaction,People & Blogs,Y,2
9LeRNZ89SzM,37.19,-4.3,-2.7,3.88,-1.86,1.0,Informational interaction,Howto & Style,Y,2
9LkjvuzPU5E,15.79,-3.66,-2.63,3.55,1.74,2.02,Involved persuasion,Autos & Vehicles,Y,2
9LLgVDUgDGQ,28.25,-4.43,-5.64,-0.6,-2.94,-0.47,Informational interaction,Entertainment,Y,2
9lLGz3ux_Uo,36.97,-4.04,-2.43,-0.45,-2.92,-0.95,Informational interaction,Comedy,Y,2
9meNp9ImuAE,15.51,-2.09,-2.56,-2.19,-1.91,7.53,Involved persuasion,People & Blogs,Y,2
9OD4WWa9y0w,36.58,-6.15,-1.42,-2.13,-3.92,0.31,Informational interaction,Howto & Style,Y,2
9OqJ225qK6Y,26.21,-4.08,-0.61,2.96,4.14,0.53,Informational interaction,People & Blogs,Y,2
9pWTN4UmO-k,27.03,-3.73,-4.5,-0.8,-1.71,-0.38,Informational interaction,Gaming,Y,2
9pYiqgGhdmI,22.17,-6.1,-0.63,4.22,-2.08,3.73,Informational interaction,People & Blogs,Y,2
9rAWUyEZAek,33.47,-4.5,-3.0,1.02,-1.83,-0.6,Informational interaction,People & Blogs,Y,2
9RV84pS5FxI,13.28,-2.0,-3.33,-3.67,-2.3,-0.83,Involved persuasion,Gaming,Y,2
9S3n3yb7o1Y,1.08,0.0100000000000002,-0.14,-2.77,-0.0600000000000005,-0.59,Involved persuasion,Sports,Y,2
9sM7Cx1tSR4,31.01,-3.33,-2.33,-3.87,-2.97,0.93,Informational interaction,Howto & Style,Y,2
9sStd7BaCM8,-10.84,1.1,14.8,-1.84,5.48,-0.95,Scientific exposition,People & Blogs,Y,2
9taUUwCOgaA,-4.96,-0.51,0.43,-2.87,0.17,-0.36,General narrative exposition,Sports,Y,2
9VBOQk88AWk,21.57,-3.32,-1.43,-3.62,-1.11,0.21,Informational interaction,Education,Y,2
9w-P53TLo7g,21.36,-7.03,-2.62,12.35,-1.04,4.73,Informational interaction,Gaming,Y,2
9W2b2SI__ck,-7.42,-2.7,-2.24,-5.6,-2.26,-2.26,General narrative exposition,Sports,Y,2
9wEhKuS71bY,-7.21,-3.53,-0.05,0.57,2.53,-1.04,General narrative exposition,Howto & Style,Y,2
9wWEI634svI,24.21,-3.26,-6.57,2.82,-3.92,-1.59,Informational interaction,Entertainment,Y,2
9XhWSm60iJ0,17.79,-0.34,2.08,-1.07,-2.61,-0.84,Informational interaction,Sports,Y,2
9yg1NtjGvYg,25.52,-4.27,-4.86,-2.11,-2.23,2.89,Informational interaction,Pets & Animals,Y,2
9yJ_Nf0tVTc,16.72,-5.31,-3.66,0.46,0.88,0.9,Involved persuasion,Film & Animation,Y,2
9yxi-BxM-zc,26.3,-6.26,-7.46,2.27,-2.17,-0.73,Informational interaction,Gaming,Y,2
9ZjJ9SEmnuQ,27.91,-3.11,-0.72,1.72,-2.21,2.62,Informational interaction,Entertainment,Y,2
9ZSKwy1pRlw,24.36,-3.87,-0.56,2.39,-1.37,2.53,Informational interaction,Autos & Vehicles,Y,2
9_GvO4dpoSg,21.65,-5.33,-4.29,0.61,0.75,2.5,Informational interaction,People & Blogs,Y,2
a-sjFAvpYCk,15.53,-3.72,-2.32,-2.74,-2.04,0.46,Involved persuasion,Howto & Style,Y,2
a-uFiCLSP0A,9.18,-5.0,-6.63,-4.48,-1.45,-1.28,Situated reportage,Sports,Y,2
a45zyCpo6-M,15.64,-4.29,-3.86,-2.25,-1.85,1.1,Involved persuasion,Film & Animation,Y,2
a4geJPWCnq0,11.53,-3.7,2.44,0.12,-1.29,4.2,Involved persuasion,Education,Y,2
A4Mkisg9yU8,31.33,-4.14,0.65,1.71,-1.97,3.79,Informational interaction,People & Blogs,Y,2
a5C_wB9jjMU,-7.6,-2.38,1.91,-1.17,1.62,0.64,General narrative exposition,People & Blogs,Y,2
A66DjXHqjuc,18.84,-3.55,5.25,2.88,-2.5,2.96,Involved persuasion,People & Blogs,Y,2
A6DMzNwZ2wo,25.92,-5.92,-1.23,1.14,-1.45,0.35,Informational interaction,Science & Technology,Y,2
A8AnvtoOOQY,4.68,11.86,-5.93,3.93,-1.41,-1.52,Imaginative narrative,Entertainment,Y,2
A9-IqVPuiuw,19.79,10.12,-0.87,2.84,-1.56,-0.95,Imaginative narrative,People & Blogs,Y,2
ABJKTbINLk8,6.26,-5.24,-3.04,4.35,1.83,1.29,Involved persuasion,People & Blogs,Y,2
AbKHvU3_1GY,21.82,-6.16,-0.52,-1.21,-2.49,6.0,Informational interaction,Science & Technology,Y,2
aBm-zDuZud0,12.53,-6.71,-0.65,4.19,-0.99,1.03,Involved persuasion,Education,Y,2
aBMGvHHkr9Y,21.87,-2.4,-5.1,-1.68,-3.23,0.12,Informational interaction,Music,Y,2
ABOrzOfAhIk,24.76,-3.23,-2.26,10.04,-0.4,3.55,Informational interaction,Education,Y,2
aBYCrTGnQc8,28.14,-6.51,-4.77,-1.6,3.41,3.26,Informational interaction,Entertainment,Y,2
aCkuZoxVKgM,0.42,-0.74,-6.09,-7.18,-3.49,-2.81,Situated reportage,Sports,Y,2
aDakB3E_iDA,27.13,-5.97,-0.34,4.08,-1.84,1.24,Informational interaction,Entertainment,Y,2
